loan_id,user_id,loan_amount,interest_rate,loan_status
L5676,U2868,8962,0.12,paid
L5677,U2868,4525,0.15,paid
L5678,U2869,6620,0.12,paid
L5679,U2870,2221,0.1,paid
L5680,U2871,1558,0.12,paid
L5681,U2871,4994,0.1,paid
L5682,U2872,3324,0.15,default
L5683,U2872,7299,0.15,paid
L5684,U2873,9222,0.15,paid
L5685,U2873,9788,0.1,paid
L5686,U2874,3241,0.15,paid
L5687,U2875,3827,0.15,paid
L5688,U2875,7417,0.1,default
L5689,U2875,8154,0.12,paid
L5690,U2876,4505,0.12,paid
L5691,U2876,5776,0.12,paid
L5692,U2877,6784,0.1,paid
L5693,U2877,9249,0.15,default
L5694,U2877,6847,0.12,paid
L5695,U2878,7881,0.12,paid
L5696,U2878,6722,0.12,default
L5697,U2879,7414,0.12,paid
L5698,U2879,5593,0.12,paid
L5699,U2879,4658,0.1,paid
L5700,U2880,4745,0.15,default
L5701,U2880,9370,0.1,paid
L5702,U2881,7675,0.1,paid
L5703,U2881,4245,0.15,default
L5704,U2882,9210,0.12,paid
L5705,U2882,6980,0.15,paid
L5706,U2883,9984,0.15,paid
L5707,U2883,6279,0.1,paid
L5708,U2883,6206,0.12,paid
L5709,U2884,7034,0.12,paid
L5710,U2884,6987,0.12,paid
L5711,U2885,6812,0.1,paid
L5712,U2885,9243,0.12,default
L5713,U2886,7550,0.1,paid
L5714,U2886,2327,0.12,paid
L5715,U2887,3022,0.12,paid
L5716,U2888,6473,0.15,paid
L5717,U2889,1554,0.12,paid
L5718,U2890,2979,0.12,paid
L5719,U2890,6231,0.15,paid
L5720,U2891,1345,0.1,paid
L5721,U2891,3770,0.12,default
L5722,U2892,2816,0.12,default
L5723,U2893,5695,0.1,paid
L5724,U2894,4676,0.15,paid
L5725,U2894,8280,0.15,paid
L5726,U2894,8713,0.15,paid
L5727,U2895,5559,0.1,paid
L5728,U2895,8425,0.12,paid
L5729,U2895,7020,0.15,paid
L5730,U2896,8193,0.1,paid
L5731,U2896,8149,0.15,paid
L5732,U2896,2524,0.15,paid
L5733,U2897,6267,0.12,paid
L5734,U2897,5273,0.1,paid
L5735,U2897,2062,0.12,default
L5736,U2898,2762,0.15,paid
L5737,U2898,1554,0.12,paid
L5738,U2899,8453,0.15,default
L5739,U2900,1989,0.15,paid
L5740,U2900,2206,0.1,paid
L5741,U2900,9027,0.15,paid
L5742,U2901,1388,0.15,paid
L5743,U2901,9461,0.1,paid
L5744,U2901,2359,0.12,default
L5745,U2902,3188,0.1,paid
L5746,U2903,8157,0.1,default
L5747,U2903,7075,0.15,paid
L5748,U2904,5472,0.1,default
L5749,U2905,2594,0.12,paid
L5750,U2905,3728,0.12,paid
L5751,U2906,4241,0.15,paid
L5752,U2906,4895,0.15,paid
L5753,U2907,6487,0.1,default
L5754,U2907,2789,0.12,paid
L5755,U2907,7840,0.1,paid
L5756,U2908,7060,0.12,paid
L5757,U2908,3657,0.12,paid
L5758,U2908,2706,0.1,paid
L5759,U2909,9453,0.12,paid
L5760,U2910,9397,0.12,paid
L5761,U2910,6687,0.1,paid
L5762,U2910,3692,0.12,paid
L5763,U2911,6458,0.12,default
L5764,U2911,3606,0.12,paid
L5765,U2911,4888,0.12,default
L5766,U2912,5621,0.12,paid
L5767,U2913,6137,0.1,paid
L5768,U2913,9291,0.15,default
L5769,U2914,5382,0.15,paid
L5770,U2914,1631,0.1,paid
L5771,U2915,6487,0.15,paid
L5772,U2916,1169,0.12,default
L5773,U2917,4102,0.15,paid
L5774,U2917,9222,0.15,paid
L5775,U2917,3446,0.12,paid
L5776,U2918,1765,0.12,paid
L5777,U2919,3031,0.12,default
L5778,U2919,5512,0.1,default
L5779,U2919,5866,0.15,default
L5780,U2920,8558,0.1,paid
L5781,U2920,5527,0.15,paid
L5782,U2921,9100,0.1,paid
L5783,U2921,8021,0.12,default
L5784,U2922,1476,0.15,paid
L5785,U2922,3780,0.12,default
L5786,U2923,1595,0.15,paid
L5787,U2924,8727,0.12,default
L5788,U2924,4366,0.12,paid
L5789,U2924,6256,0.1,paid
L5790,U2925,6283,0.12,paid
L5791,U2925,2481,0.12,paid
L5792,U2925,9186,0.12,paid
L5793,U2926,6274,0.12,default
L5794,U2926,6745,0.12,paid
L5795,U2927,5140,0.15,paid
L5796,U2928,9194,0.1,paid
L5797,U2928,8789,0.12,paid
L5798,U2929,5677,0.12,paid
L5799,U2929,4376,0.1,default
L5800,U2929,7407,0.15,paid
L5801,U2930,7127,0.1,paid
L5802,U2930,7698,0.15,paid
L5803,U2931,3041,0.15,paid
L5804,U2931,2982,0.15,paid
L5805,U2932,5357,0.15,paid
L5806,U2933,8160,0.1,paid
L5807,U2934,6374,0.15,paid
L5808,U2934,5919,0.12,paid
L5809,U2935,4894,0.15,paid
L5810,U2935,6731,0.15,paid
L5811,U2935,1541,0.1,paid
L5812,U2936,9175,0.15,paid
L5813,U2937,2439,0.12,paid
L5814,U2938,7815,0.12,paid
L5815,U2938,4533,0.1,paid
L5816,U2938,4216,0.1,paid
L5817,U2939,1622,0.15,default
L5818,U2939,4729,0.15,paid
L5819,U2940,7172,0.15,paid
L5820,U2941,7255,0.12,default
L5821,U2941,8640,0.15,default
L5822,U2942,1748,0.12,default
L5823,U2942,5521,0.12,paid
L5824,U2943,1010,0.1,paid
L5825,U2943,7200,0.12,default
L5826,U2944,1279,0.1,paid
L5827,U2945,9557,0.12,default
L5828,U2945,4789,0.1,paid
L5829,U2946,1341,0.12,paid
L5830,U2946,8147,0.12,paid
L5831,U2946,7143,0.15,paid
L5832,U2947,4134,0.12,paid
L5833,U2948,6076,0.1,default
L5834,U2949,6101,0.15,paid
L5835,U2949,8775,0.12,paid
L5836,U2950,4247,0.15,default
L5837,U2950,8894,0.15,default
L5838,U2950,4512,0.1,paid
L5839,U2951,2945,0.15,paid
L5840,U2952,9543,0.12,paid
L5841,U2953,7415,0.12,paid
L5842,U2953,1485,0.12,default
L5843,U2954,6736,0.15,paid
L5844,U2954,9606,0.15,default
L5845,U2955,5626,0.15,paid
L5846,U2955,4892,0.1,paid
L5847,U2956,2638,0.1,paid
L5848,U2956,9057,0.12,paid
L5849,U2957,7116,0.15,default
L5850,U2957,1550,0.15,paid
L5851,U2958,7587,0.1,paid
L5852,U2959,1836,0.12,paid
L5853,U2959,8258,0.15,paid
L5854,U2959,1652,0.15,paid
L5855,U2960,2802,0.15,paid
L5856,U2960,5151,0.1,default
L5857,U2960,5386,0.1,paid
L5858,U2961,8412,0.12,paid
L5859,U2961,6677,0.1,paid
L5860,U2962,1140,0.15,default
L5861,U2962,2639,0.12,default
L5862,U2962,3353,0.15,paid
L5863,U2963,1177,0.1,paid
L5864,U2963,8211,0.12,paid
L5865,U2964,5809,0.15,default
L5866,U2965,8681,0.12,default
L5867,U2965,6718,0.12,default
L5868,U2966,9396,0.12,paid
L5869,U2966,5212,0.1,paid
L5870,U2966,1755,0.15,paid
L5871,U2967,9929,0.1,paid
L5872,U2968,7509,0.12,default
L5873,U2969,5519,0.12,default
L5874,U2970,3668,0.15,default
L5875,U2970,6288,0.15,paid
L5876,U2970,4832,0.15,paid
L5877,U2971,6568,0.1,paid
L5878,U2971,8646,0.12,paid
L5879,U2972,9224,0.1,paid
L5880,U2973,2628,0.15,default
L5881,U2973,5525,0.1,paid
L5882,U2973,1511,0.12,default
L5883,U2974,3856,0.1,paid
L5884,U2974,6782,0.15,default
L5885,U2974,2460,0.12,paid
L5886,U2975,5852,0.15,paid
L5887,U2976,2248,0.15,paid
L5888,U2976,5376,0.1,default
L5889,U2977,3007,0.1,paid
L5890,U2978,6027,0.12,paid
L5891,U2979,2275,0.15,paid
L5892,U2980,4152,0.12,paid
L5893,U2980,7610,0.1,paid
L5894,U2981,8043,0.1,paid
L5895,U2981,4039,0.1,paid
L5896,U2981,8404,0.12,paid
L5897,U2982,9591,0.15,paid
L5898,U2982,2124,0.1,default
L5899,U2982,9514,0.12,paid
L5900,U2983,1622,0.15,paid
L5901,U2984,3883,0.12,paid
L5902,U2985,9323,0.12,paid
L5903,U2986,8918,0.12,paid
L5904,U2986,1795,0.15,paid
L5905,U2987,5370,0.1,paid
L5906,U2987,4091,0.12,paid
L5907,U2987,8143,0.1,paid
L5908,U2988,4066,0.1,default
L5909,U2989,5575,0.1,paid
L5910,U2989,3487,0.15,paid
L5911,U2990,9802,0.15,paid
L5912,U2990,8432,0.15,paid
L5913,U2990,4091,0.1,default
L5914,U2991,2728,0.15,paid
L5915,U2991,7273,0.15,paid
L5916,U2992,4262,0.15,paid
L5917,U2992,6225,0.1,paid
L5918,U2992,5648,0.1,default
L5919,U2993,7597,0.12,paid
L5920,U2994,4911,0.12,default
L5921,U2994,5867,0.12,default
L5922,U2994,7613,0.12,paid
L5923,U2995,5991,0.12,paid
L5924,U2995,5020,0.12,paid
L5925,U2995,8795,0.1,paid
L5926,U2996,4507,0.1,paid
L5927,U2996,1096,0.12,paid
L5928,U2996,2375,0.15,paid
L5929,U2997,4817,0.1,default
L5930,U2997,4859,0.12,paid
L5931,U2997,5478,0.15,paid
L5932,U2998,6062,0.12,paid
L5933,U2999,2115,0.1,paid
L5934,U2999,8404,0.1,paid
L5935,U3000,3425,0.12,paid
L5936,U3000,3095,0.1,paid
L5937,U3001,8783,0.12,default
L5938,U3002,4416,0.12,paid
L5939,U3002,8927,0.1,default
L5940,U3002,6422,0.12,paid
L5941,U3003,4194,0.1,paid
L5942,U3003,9876,0.12,paid
L5943,U3003,2720,0.12,paid
L5944,U3004,8762,0.15,paid
L5945,U3004,2193,0.15,paid
L5946,U3004,1803,0.15,paid
L5947,U3005,1751,0.1,paid
L5948,U3005,3453,0.15,default
L5949,U3006,6455,0.15,paid
L5950,U3007,8678,0.1,paid
L5951,U3007,3605,0.15,paid
L5952,U3007,5675,0.1,paid
L5953,U3008,7114,0.12,paid
L5954,U3008,2149,0.1,paid
L5955,U3009,9050,0.15,paid
L5956,U3010,6834,0.1,paid
L5957,U3010,5048,0.15,paid
L5958,U3010,6140,0.1,default
L5959,U3011,2014,0.12,paid
L5960,U3011,6975,0.1,paid
L5961,U3012,6527,0.12,paid
L5962,U3013,2696,0.1,default
L5963,U3013,7266,0.15,default
L5964,U3014,4700,0.15,default
L5965,U3014,9446,0.12,paid
L5966,U3015,5529,0.12,paid
L5967,U3015,5150,0.12,default
L5968,U3016,7736,0.12,paid
L5969,U3016,2329,0.12,paid
L5970,U3016,6786,0.12,paid
L5971,U3017,2472,0.12,paid
L5972,U3017,1170,0.1,paid
L5973,U3018,6229,0.15,paid
L5974,U3019,8288,0.12,paid
L5975,U3019,4884,0.15,paid
L5976,U3019,4475,0.12,default
L5977,U3020,4440,0.15,paid
L5978,U3020,2953,0.12,paid
L5979,U3020,5893,0.1,paid
L5980,U3021,9877,0.1,paid
L5981,U3021,4254,0.12,paid
L5982,U3022,2383,0.1,paid
L5983,U3022,6655,0.12,paid
L5984,U3023,4090,0.1,paid
L5985,U3023,5372,0.12,paid
L5986,U3024,2910,0.1,paid
L5987,U3024,8896,0.1,paid
L5988,U3025,2736,0.12,paid
L5989,U3025,8403,0.12,paid
L5990,U3025,1291,0.12,paid
L5991,U3026,4266,0.12,paid
L5992,U3027,2330,0.15,paid
L5993,U3028,1883,0.15,paid
L5994,U3028,5627,0.12,paid
L5995,U3028,9629,0.12,paid
L5996,U3029,6457,0.1,paid
L5997,U3029,1628,0.1,paid
L5998,U3030,3008,0.1,paid
L5999,U3030,7508,0.1,paid
L6000,U3031,5303,0.15,paid
L6001,U3032,6373,0.1,paid
L6002,U3033,5871,0.15,paid
L6003,U3033,6675,0.1,default
L6004,U3034,1556,0.12,default
L6005,U3034,5838,0.1,paid
L6006,U3034,7236,0.12,paid
L6007,U3035,9565,0.12,default
L6008,U3035,6761,0.1,paid
L6009,U3036,7399,0.15,paid
L6010,U3036,3762,0.15,paid
L6011,U3037,1423,0.15,paid
L6012,U3038,2033,0.15,paid
L6013,U3039,5269,0.15,paid
L6014,U3039,7645,0.1,paid
L6015,U3040,5569,0.15,default
L6016,U3040,3024,0.12,paid
L6017,U3040,6871,0.12,paid
L6018,U3041,6726,0.1,default
L6019,U3041,7664,0.1,paid
L6020,U3041,5335,0.12,paid
L6021,U3042,6506,0.1,paid
L6022,U3042,5490,0.12,paid
L6023,U3043,4158,0.1,paid
L6024,U3043,1190,0.15,paid
L6025,U3043,7702,0.15,paid
L6026,U3044,9400,0.15,paid
L6027,U3045,4696,0.12,paid
L6028,U3045,2679,0.1,paid
L6029,U3046,4085,0.15,paid
L6030,U3047,6792,0.1,default
L6031,U3047,5475,0.15,paid
L6032,U3047,8759,0.12,paid
L6033,U3048,6313,0.12,paid
L6034,U3048,4776,0.1,paid
L6035,U3048,6083,0.12,paid
L6036,U3049,6507,0.15,paid
L6037,U3049,4160,0.12,paid
L6038,U3050,3728,0.15,paid
L6039,U3050,7609,0.1,paid
L6040,U3050,3536,0.15,paid
L6041,U3051,5701,0.12,paid
L6042,U3051,2770,0.12,paid
L6043,U3051,4186,0.12,paid
L6044,U3052,9948,0.1,paid
L6045,U3052,3696,0.1,paid
L6046,U3053,2725,0.15,paid
L6047,U3053,1517,0.15,paid
L6048,U3053,8079,0.1,paid
L6049,U3054,9397,0.1,default
L6050,U3054,1619,0.12,paid
L6051,U3055,8113,0.12,paid
L6052,U3055,2952,0.15,default
L6053,U3056,1991,0.15,paid
L6054,U3056,5644,0.1,paid
L6055,U3056,8414,0.12,paid
L6056,U3057,1698,0.1,paid
L6057,U3058,7470,0.15,paid
L6058,U3059,3938,0.15,paid
L6059,U3059,9729,0.1,default
L6060,U3059,9740,0.15,default
L6061,U3060,2361,0.15,paid
L6062,U3061,2928,0.15,paid
L6063,U3062,1185,0.15,default
L6064,U3062,2425,0.1,paid
L6065,U3062,2494,0.12,default
L6066,U3063,6605,0.1,paid
L6067,U3063,5466,0.12,default
L6068,U3064,6832,0.15,paid
L6069,U3064,3258,0.15,paid
L6070,U3065,6573,0.15,paid
L6071,U3065,4035,0.15,paid
L6072,U3065,7517,0.12,paid
L6073,U3066,2354,0.15,paid
L6074,U3066,2934,0.12,paid
L6075,U3067,1575,0.1,paid
L6076,U3068,5171,0.12,paid
L6077,U3069,1305,0.12,paid
L6078,U3070,5625,0.1,paid
L6079,U3071,7100,0.1,paid
L6080,U3072,9212,0.15,paid
L6081,U3072,4674,0.1,paid
L6082,U3072,8617,0.15,paid
L6083,U3073,7625,0.15,paid
L6084,U3073,9969,0.1,paid
L6085,U3073,4750,0.15,paid
L6086,U3074,1395,0.1,paid
L6087,U3075,3900,0.1,paid
L6088,U3075,7029,0.12,paid
L6089,U3075,1959,0.12,paid
L6090,U3076,9454,0.15,paid
L6091,U3076,4123,0.1,paid
L6092,U3076,2760,0.15,paid
L6093,U3077,3806,0.1,paid
L6094,U3077,2811,0.1,paid
L6095,U3078,1930,0.15,paid
L6096,U3078,4359,0.12,paid
L6097,U3078,1048,0.1,default
L6098,U3079,4041,0.12,default
L6099,U3079,4059,0.1,default
L6100,U3079,6847,0.12,default
L6101,U3080,4478,0.15,paid
L6102,U3080,2395,0.1,paid
L6103,U3080,2287,0.1,paid
L6104,U3081,2125,0.12,paid
L6105,U3081,9771,0.15,paid
L6106,U3081,5975,0.12,paid
L6107,U3082,7086,0.12,paid
L6108,U3082,9891,0.1,paid
L6109,U3082,2032,0.1,default
L6110,U3083,1777,0.1,paid
L6111,U3084,6625,0.12,paid
L6112,U3084,7503,0.15,paid
L6113,U3085,9685,0.12,default
L6114,U3085,4030,0.1,paid
L6115,U3086,6105,0.15,paid
L6116,U3086,6614,0.15,paid
L6117,U3086,4645,0.1,paid
L6118,U3087,7459,0.12,default
L6119,U3087,1732,0.12,paid
L6120,U3087,6504,0.1,paid
L6121,U3088,3508,0.15,paid
L6122,U3088,3245,0.1,paid
L6123,U3089,2141,0.1,paid
L6124,U3089,7935,0.12,default
L6125,U3090,1514,0.12,paid
L6126,U3091,8747,0.15,paid
L6127,U3092,9038,0.15,paid
L6128,U3093,6147,0.12,paid
L6129,U3094,3342,0.15,paid
L6130,U3094,4189,0.12,paid
L6131,U3094,4222,0.1,paid
L6132,U3095,4986,0.15,paid
L6133,U3095,3204,0.15,default
L6134,U3096,3741,0.12,paid
L6135,U3096,8055,0.12,paid
L6136,U3097,1230,0.1,paid
L6137,U3098,6535,0.15,paid
L6138,U3098,6235,0.1,paid
L6139,U3098,5826,0.15,default
L6140,U3099,5232,0.15,paid
L6141,U3099,7292,0.1,paid
L6142,U3099,5137,0.15,default
L6143,U3100,2630,0.12,default
L6144,U3100,6972,0.12,paid
L6145,U3101,9458,0.12,paid
L6146,U3101,9783,0.15,paid
L6147,U3102,4973,0.1,paid
L6148,U3102,8476,0.1,default
L6149,U3103,6199,0.1,paid
L6150,U3104,4029,0.1,paid
L6151,U3105,8679,0.1,paid
L6152,U3105,1438,0.15,paid
L6153,U3106,7152,0.12,paid
L6154,U3106,3243,0.15,paid
L6155,U3107,9898,0.1,paid
L6156,U3107,6607,0.15,paid
L6157,U3107,8654,0.15,paid
L6158,U3108,3533,0.15,paid
L6159,U3108,2637,0.1,paid
L6160,U3108,6448,0.1,paid
L6161,U3109,1299,0.1,paid
L6162,U3110,1818,0.12,default
L6163,U3111,6074,0.15,paid
L6164,U3111,9536,0.1,paid
L6165,U3111,3552,0.1,paid
L6166,U3112,3424,0.15,paid
L6167,U3112,1737,0.15,paid
L6168,U3112,3042,0.12,default
L6169,U3113,4972,0.15,default
L6170,U3113,7208,0.1,default
L6171,U3113,5085,0.15,default
L6172,U3114,2382,0.1,paid
L6173,U3114,3274,0.1,paid
L6174,U3114,3174,0.1,paid
L6175,U3115,9189,0.15,paid
L6176,U3115,8486,0.1,paid
L6177,U3115,2955,0.12,paid
L6178,U3116,2722,0.1,paid
L6179,U3116,6579,0.12,paid
L6180,U3117,8682,0.1,paid
L6181,U3118,4641,0.1,paid
L6182,U3118,7535,0.15,default
L6183,U3119,4389,0.12,paid
L6184,U3119,9367,0.12,paid
L6185,U3120,1041,0.12,paid
L6186,U3121,7215,0.1,paid
L6187,U3121,7957,0.15,paid
L6188,U3122,6116,0.12,paid
L6189,U3122,4037,0.1,paid
L6190,U3122,6257,0.12,default
L6191,U3123,5715,0.12,default
L6192,U3123,7868,0.15,default
L6193,U3124,4270,0.1,paid
L6194,U3125,4859,0.1,paid
L6195,U3125,9923,0.15,paid
L6196,U3126,5061,0.15,paid
L6197,U3126,4237,0.1,default
L6198,U3126,7527,0.1,paid
L6199,U3127,3441,0.12,paid
L6200,U3127,1514,0.15,default
L6201,U3127,2708,0.15,paid
L6202,U3128,6352,0.12,paid
L6203,U3129,8346,0.15,paid
L6204,U3129,8829,0.12,paid
L6205,U3130,6645,0.15,paid
L6206,U3130,5243,0.12,paid
L6207,U3131,4242,0.12,default
L6208,U3131,1122,0.12,paid
L6209,U3131,7948,0.12,paid
L6210,U3132,2040,0.15,paid
L6211,U3132,4664,0.1,paid
L6212,U3132,6144,0.12,paid
L6213,U3133,4912,0.12,default
L6214,U3133,7664,0.12,paid
L6215,U3133,9617,0.12,paid
L6216,U3134,8108,0.12,paid
L6217,U3134,6564,0.15,paid
L6218,U3135,8257,0.1,paid
L6219,U3136,7759,0.15,paid
L6220,U3136,9003,0.15,paid
L6221,U3136,3458,0.1,paid
L6222,U3137,7264,0.1,paid
L6223,U3137,5190,0.1,paid
L6224,U3138,1535,0.12,paid
L6225,U3138,4554,0.15,default
L6226,U3138,1972,0.1,default
L6227,U3139,4367,0.12,paid
L6228,U3140,7044,0.15,paid
L6229,U3140,3573,0.15,paid
L6230,U3140,4734,0.12,paid
L6231,U3141,9843,0.15,paid
L6232,U3142,1902,0.12,paid
L6233,U3142,6177,0.12,paid
L6234,U3143,3764,0.1,paid
L6235,U3143,4496,0.12,paid
L6236,U3144,5347,0.1,paid
L6237,U3145,1962,0.12,paid
L6238,U3145,2260,0.15,paid
L6239,U3146,5280,0.1,paid
L6240,U3147,6356,0.1,paid
L6241,U3147,8870,0.12,paid
L6242,U3148,5175,0.1,paid
L6243,U3148,3568,0.1,default
L6244,U3149,3105,0.15,paid
L6245,U3149,7551,0.12,paid
L6246,U3149,8647,0.1,paid
L6247,U3150,6307,0.12,paid
L6248,U3151,2158,0.15,paid
L6249,U3151,3553,0.15,paid
L6250,U3151,8836,0.1,default
L6251,U3152,1487,0.12,paid
L6252,U3153,2522,0.15,paid
L6253,U3154,8875,0.15,default
L6254,U3154,1913,0.12,paid
L6255,U3154,6401,0.12,paid
L6256,U3155,3619,0.12,paid
L6257,U3155,8540,0.12,paid
L6258,U3155,9522,0.12,paid
L6259,U3156,3648,0.15,paid
L6260,U3156,7450,0.12,paid
L6261,U3156,5476,0.12,paid
L6262,U3157,2903,0.15,paid
L6263,U3157,7363,0.12,paid
L6264,U3158,9928,0.12,paid
L6265,U3158,3416,0.15,paid
L6266,U3158,6527,0.1,paid
L6267,U3159,8910,0.15,paid
L6268,U3160,4021,0.1,paid
L6269,U3160,8603,0.15,paid
L6270,U3161,9576,0.12,paid
L6271,U3161,9750,0.12,paid
L6272,U3161,5676,0.12,paid
L6273,U3162,2097,0.1,paid
L6274,U3162,4785,0.1,paid
L6275,U3162,3518,0.15,paid
L6276,U3163,5572,0.12,paid
L6277,U3163,6106,0.1,paid
L6278,U3164,3242,0.12,paid
L6279,U3164,5839,0.15,paid
L6280,U3164,8553,0.15,paid
L6281,U3165,1254,0.12,paid
L6282,U3165,3075,0.15,paid
L6283,U3166,9921,0.15,paid
L6284,U3167,3071,0.1,paid
L6285,U3167,4808,0.15,default
L6286,U3167,5415,0.12,paid
L6287,U3168,2004,0.12,paid
L6288,U3168,9469,0.15,default
L6289,U3168,7268,0.15,paid
L6290,U3169,2732,0.15,paid
L6291,U3169,8897,0.1,paid
L6292,U3169,3521,0.15,default
L6293,U3170,5159,0.15,paid
L6294,U3170,1666,0.1,paid
L6295,U3170,1204,0.12,paid
L6296,U3171,5271,0.15,paid
L6297,U3171,3617,0.1,paid
L6298,U3172,4175,0.12,paid
L6299,U3172,2314,0.1,default
L6300,U3173,1750,0.12,paid
L6301,U3174,2089,0.1,default
L6302,U3174,5724,0.1,paid
L6303,U3175,9694,0.12,paid
L6304,U3175,5942,0.12,default
L6305,U3175,5551,0.12,paid
L6306,U3176,3344,0.1,paid
L6307,U3176,1905,0.1,paid
L6308,U3176,8715,0.15,paid
L6309,U3177,8312,0.1,paid
L6310,U3178,4056,0.1,paid
L6311,U3178,3627,0.12,paid
L6312,U3178,6495,0.12,paid
L6313,U3179,2207,0.1,paid
L6314,U3179,3354,0.12,paid
L6315,U3179,6038,0.1,paid
L6316,U3180,7591,0.1,paid
L6317,U3180,6927,0.15,paid
L6318,U3181,4669,0.12,paid
L6319,U3182,6128,0.1,paid
L6320,U3182,8971,0.12,paid
L6321,U3182,4355,0.12,paid
L6322,U3183,7315,0.15,default
L6323,U3184,5337,0.1,default
L6324,U3185,2596,0.1,paid
L6325,U3185,7798,0.15,paid
L6326,U3185,1455,0.15,paid
L6327,U3186,2054,0.12,paid
L6328,U3186,6591,0.1,paid
L6329,U3186,2058,0.12,default
L6330,U3187,1431,0.15,paid
L6331,U3188,6965,0.1,paid
L6332,U3188,2912,0.12,default
L6333,U3189,5911,0.1,paid
L6334,U3190,7759,0.12,paid
L6335,U3190,4509,0.1,paid
L6336,U3190,3355,0.15,paid
L6337,U3191,7148,0.15,paid
L6338,U3192,6745,0.12,paid
L6339,U3192,8229,0.12,paid
L6340,U3193,7101,0.1,paid
L6341,U3194,5457,0.12,default
L6342,U3194,4972,0.1,paid
L6343,U3194,1580,0.12,paid
L6344,U3195,6405,0.15,paid
L6345,U3195,3989,0.1,default
L6346,U3196,7186,0.15,paid
L6347,U3197,5976,0.15,paid
L6348,U3197,6200,0.12,paid
L6349,U3197,9842,0.1,paid
L6350,U3198,9190,0.15,default
L6351,U3198,2526,0.1,paid
L6352,U3199,5486,0.15,paid
L6353,U3199,5809,0.12,paid
L6354,U3199,1973,0.15,paid
L6355,U3200,9653,0.1,paid
L6356,U3200,7671,0.1,paid
L6357,U3200,7031,0.1,paid
L6358,U3201,2040,0.12,paid
L6359,U3202,4803,0.12,default
L6360,U3202,6454,0.15,paid
L6361,U3202,7848,0.1,paid
L6362,U3203,8848,0.12,default
L6363,U3204,3773,0.1,default
L6364,U3204,3984,0.15,paid
L6365,U3205,9777,0.15,paid
L6366,U3205,6923,0.12,paid
L6367,U3205,5228,0.12,default
L6368,U3206,8892,0.1,paid
L6369,U3206,1527,0.15,paid
L6370,U3207,4320,0.15,default
L6371,U3207,4263,0.1,paid
L6372,U3207,7011,0.12,paid
L6373,U3208,9185,0.1,default
L6374,U3208,2648,0.12,paid
L6375,U3209,7001,0.15,paid
L6376,U3209,6025,0.12,paid
L6377,U3209,7003,0.1,paid
L6378,U3210,3392,0.1,paid
L6379,U3210,7377,0.12,default
L6380,U3211,6719,0.12,default
L6381,U3211,9465,0.1,paid
L6382,U3212,8156,0.1,default
L6383,U3212,4981,0.12,paid
L6384,U3212,8617,0.12,paid
L6385,U3213,7365,0.1,default
L6386,U3214,1872,0.15,paid
L6387,U3214,4414,0.12,default
L6388,U3214,9124,0.1,paid
L6389,U3215,8715,0.15,paid
L6390,U3215,1609,0.1,paid
L6391,U3215,8559,0.12,paid
L6392,U3216,6232,0.12,paid
L6393,U3217,4353,0.12,paid
L6394,U3217,7506,0.12,paid
L6395,U3217,6116,0.1,paid
L6396,U3218,1732,0.1,paid
L6397,U3218,4712,0.15,paid
L6398,U3218,2810,0.15,paid
L6399,U3219,4774,0.1,paid
L6400,U3220,3053,0.15,default
L6401,U3220,5451,0.15,paid
L6402,U3220,8041,0.12,paid
L6403,U3221,4842,0.1,paid
L6404,U3222,8931,0.12,paid
L6405,U3222,3761,0.12,paid
L6406,U3222,8837,0.12,paid
L6407,U3223,3800,0.12,default
L6408,U3224,8781,0.1,paid
L6409,U3224,5266,0.15,paid
L6410,U3224,7652,0.1,paid
L6411,U3225,1277,0.12,paid
L6412,U3226,6389,0.15,paid
L6413,U3226,7743,0.1,default
L6414,U3226,9715,0.15,paid
L6415,U3227,3691,0.1,paid
L6416,U3227,9818,0.1,paid
L6417,U3227,9923,0.1,paid
L6418,U3228,2259,0.1,paid
L6419,U3228,5632,0.1,paid
L6420,U3229,8844,0.1,paid
L6421,U3229,1755,0.1,paid
L6422,U3229,6314,0.15,default
L6423,U3230,8013,0.12,paid
L6424,U3230,3960,0.1,paid
L6425,U3231,2729,0.12,paid
L6426,U3231,2232,0.1,paid
L6427,U3231,2061,0.1,default
L6428,U3232,8967,0.12,paid
L6429,U3232,5730,0.15,paid
L6430,U3232,3660,0.15,paid
L6431,U3233,6894,0.15,paid
L6432,U3234,2380,0.12,paid
L6433,U3234,3764,0.15,paid
L6434,U3235,1613,0.12,paid
L6435,U3235,8967,0.1,paid
L6436,U3235,7898,0.12,paid
L6437,U3236,6958,0.15,default
L6438,U3237,7077,0.15,paid
L6439,U3238,7168,0.15,paid
L6440,U3239,8054,0.12,default
L6441,U3240,3228,0.1,paid
L6442,U3241,7580,0.12,paid
L6443,U3241,3805,0.1,paid
L6444,U3242,2424,0.12,paid
L6445,U3242,6660,0.15,default
L6446,U3242,7548,0.1,paid
L6447,U3243,5231,0.15,paid
L6448,U3243,9934,0.1,paid
L6449,U3243,6256,0.15,paid
L6450,U3244,8645,0.12,paid
L6451,U3245,4863,0.12,paid
L6452,U3246,5538,0.12,paid
L6453,U3246,1084,0.1,paid
L6454,U3247,3182,0.12,paid
L6455,U3248,8635,0.12,paid
L6456,U3249,3075,0.1,paid
L6457,U3249,2718,0.12,paid
L6458,U3250,6994,0.1,default
L6459,U3251,8365,0.12,default
