user_id,age,income,city,employment,credit_score
U2526,24,6655,Surabaya,business,662
U2527,56,13114,Bandung,employee,578
U2528,56,10364,Medan,employee,634
U2529,32,6418,Surabaya,freelancer,693
U2530,37,11104,Medan,employee,664
U2531,43,8734,Bandung,freelancer,520
U2532,23,11309,Bandung,employee,502
U2533,57,11057,Bandung,business,634
U2534,43,2729,Medan,freelancer,639
U2535,56,6894,Jakarta,business,707
U2536,40,3471,Surabaya,business,773
U2537,24,8684,Bandung,freelancer,753
U2538,27,4459,Bandung,freelancer,539
U2539,36,11779,Jakarta,employee,762
U2540,41,11865,Jakarta,freelancer,778
U2541,23,11560,Bandung,employee,555
U2542,60,11967,Jakarta,freelancer,782
U2543,52,7955,Surabaya,employee,540
U2544,38,12292,Medan,employee,746
U2545,55,9312,Jakarta,freelancer,541
U2546,49,9096,Surabaya,employee,796
U2547,57,11758,Jakarta,employee,535
U2548,47,5220,Jakarta,business,662
U2549,42,11748,Surabaya,freelancer,542
U2550,28,9847,Surabaya,business,677
U2551,34,7185,Jakarta,employee,521
U2552,22,9661,Surabaya,employee,539
U2553,26,2324,Bandung,business,532
U2554,58,13680,Bandung,employee,545
U2555,32,9913,Bandung,employee,588
U2556,49,3772,Medan,freelancer,584
U2557,52,10341,Jakarta,business,642
U2558,33,10905,Surabaya,freelancer,524
U2559,48,13348,Surabaya,employee,756
U2560,31,2436,Surabaya,freelancer,506
U2561,49,11858,Bandung,freelancer,637
U2562,31,9827,Bandung,employee,790
U2563,55,3706,Surabaya,business,652
U2564,56,11381,Surabaya,employee,713
U2565,53,7891,Surabaya,business,608
U2566,53,11418,Jakarta,employee,711
U2567,60,2124,Jakarta,employee,675
U2568,35,3927,Jakarta,employee,730
U2569,54,11327,Medan,employee,674
U2570,28,2627,Surabaya,freelancer,736
U2571,42,13710,Medan,employee,786
U2572,23,11989,Bandung,business,520
U2573,52,9996,Medan,business,741
U2574,40,10848,Jakarta,freelancer,581
U2575,31,14177,Surabaya,employee,627
U2576,51,14553,Jakarta,business,640
U2577,46,9032,Bandung,freelancer,709
U2578,40,11631,Medan,employee,677
U2579,55,12605,Medan,freelancer,791
U2580,57,3259,Medan,freelancer,607
U2581,24,12627,Surabaya,employee,583
U2582,49,4727,Jakarta,freelancer,624
U2583,26,2734,Medan,employee,579
U2584,32,5672,Bandung,employee,503
U2585,49,8197,Medan,business,604
U2586,59,8456,Surabaya,employee,665
U2587,51,13005,Bandung,employee,724
U2588,35,10602,Medan,freelancer,746
U2589,39,14447,Medan,employee,685
U2590,39,6470,Jakarta,business,767
U2591,48,4367,Jakarta,freelancer,652
U2592,46,12143,Medan,freelancer,692
U2593,41,5707,Jakarta,freelancer,765
U2594,27,9628,Medan,freelancer,556
U2595,35,6192,Medan,business,672
U2596,56,9400,Medan,business,747
U2597,33,13859,Jakarta,business,678
U2598,55,14387,Bandung,freelancer,710
U2599,21,7982,Surabaya,employee,533
U2600,56,6726,Surabaya,business,551
U2601,56,8897,Surabaya,business,769
U2602,51,6462,Bandung,employee,628
U2603,59,11867,Bandung,business,651
U2604,21,11057,Surabaya,freelancer,800
U2605,32,9558,Medan,employee,598
U2606,40,13826,Bandung,business,574
U2607,27,5500,Jakarta,business,685
U2608,45,8292,Surabaya,freelancer,500
U2609,41,12545,Bandung,freelancer,510
U2610,21,6292,Surabaya,freelancer,622
U2611,25,3443,Surabaya,freelancer,685
U2612,42,7963,Bandung,freelancer,762
U2613,27,4194,Jakarta,freelancer,581
U2614,44,10591,Jakarta,business,580
U2615,54,11963,Bandung,business,707
U2616,52,3065,Jakarta,employee,583
U2617,25,2141,Bandung,freelancer,666
U2618,57,14157,Surabaya,freelancer,692
U2619,46,10996,Jakarta,business,630
U2620,29,4877,Medan,employee,779
U2621,36,6784,Bandung,freelancer,698
U2622,43,2061,Medan,employee,692
U2623,45,12756,Bandung,freelancer,765
U2624,48,12410,Bandung,freelancer,617
U2625,29,10601,Jakarta,employee,584
U2626,25,12822,Jakarta,freelancer,785
U2627,53,5284,Medan,freelancer,561
U2628,57,7784,Bandung,freelancer,657
U2629,55,3290,Jakarta,employee,575
U2630,30,13715,Medan,freelancer,646
U2631,43,4463,Surabaya,business,682
U2632,27,5760,Medan,business,587
U2633,21,10875,Medan,business,545
U2634,27,5754,Bandung,freelancer,680
U2635,36,4594,Surabaya,business,723
U2636,32,4539,Jakarta,employee,590
U2637,21,14288,Medan,freelancer,563
U2638,37,12824,Medan,business,676
U2639,58,8296,Jakarta,employee,513
U2640,51,11480,Medan,freelancer,576
U2641,29,11738,Bandung,freelancer,606
U2642,46,4756,Bandung,freelancer,700
U2643,37,4679,Surabaya,freelancer,654
U2644,21,10647,Jakarta,business,508
U2645,37,8347,Bandung,employee,624
U2646,56,2473,Bandung,business,694
U2647,50,9559,Bandung,employee,501
U2648,48,6587,Bandung,freelancer,633
U2649,42,7314,Medan,employee,708
U2650,50,14491,Jakarta,employee,532
U2651,24,5563,Surabaya,business,620
U2652,57,13066,Jakarta,freelancer,766
U2653,44,8012,Bandung,employee,665
U2654,57,3831,Medan,employee,555
U2655,49,2113,Medan,employee,526
U2656,26,9770,Surabaya,business,763
U2657,42,9312,Jakarta,employee,688
U2658,47,2666,Jakarta,employee,799
U2659,52,9815,Surabaya,business,515
U2660,43,11330,Bandung,freelancer,733
U2661,31,10024,Surabaya,freelancer,686
U2662,57,6484,Medan,employee,542
U2663,47,6794,Bandung,employee,657
U2664,44,11052,Bandung,freelancer,704
U2665,58,14195,Jakarta,employee,668
U2666,31,6047,Bandung,freelancer,564
U2667,58,13663,Medan,employee,714
U2668,23,14305,Medan,freelancer,690
U2669,38,5905,Surabaya,employee,726
U2670,55,5696,Jakarta,employee,678
U2671,43,2232,Bandung,business,695
U2672,53,5212,Bandung,business,650
U2673,33,6740,Jakarta,employee,612
U2674,39,8209,Bandung,employee,652
U2675,41,12483,Jakarta,business,742
U2676,37,3423,Medan,employee,655
U2677,35,6506,Jakarta,employee,702
U2678,25,10540,Surabaya,business,680
U2679,25,10298,Jakarta,freelancer,731
U2680,29,14965,Surabaya,employee,694
U2681,23,3007,Bandung,freelancer,504
U2682,55,5313,Jakarta,employee,749
U2683,38,12958,Surabaya,freelancer,796
U2684,60,12764,Jakarta,employee,522
U2685,34,13823,Surabaya,employee,706
U2686,52,14139,Jakarta,freelancer,772
U2687,36,10363,Jakarta,employee,663
U2688,55,9138,Medan,freelancer,651
U2689,30,2404,Surabaya,freelancer,596
U2690,25,6010,Surabaya,business,557
U2691,24,6408,Surabaya,employee,615
U2692,27,7587,Jakarta,freelancer,502
U2693,44,6883,Jakarta,freelancer,649
U2694,31,13662,Jakarta,business,700
U2695,28,6463,Bandung,employee,773
U2696,50,4683,Bandung,freelancer,715
U2697,31,8242,Bandung,business,687
U2698,49,12483,Surabaya,freelancer,715
U2699,25,5266,Bandung,freelancer,546
U2700,51,14749,Surabaya,business,755
U2701,29,8759,Jakarta,freelancer,607
U2702,49,9174,Bandung,employee,532
U2703,24,13578,Bandung,freelancer,743
U2704,32,3433,Medan,employee,662
U2705,60,14277,Jakarta,employee,667
U2706,50,14088,Medan,employee,549
U2707,56,2456,Jakarta,business,773
U2708,28,2957,Surabaya,business,750
U2709,24,4775,Surabaya,business,762
U2710,21,13502,Medan,freelancer,544
U2711,58,9000,Jakarta,business,572
U2712,23,12995,Surabaya,employee,536
U2713,31,13327,Medan,business,782
U2714,23,2908,Medan,employee,543
U2715,53,10073,Bandung,freelancer,726
U2716,34,8627,Jakarta,business,757
U2717,52,12146,Jakarta,employee,639
U2718,59,13312,Surabaya,freelancer,513
U2719,28,8561,Jakarta,freelancer,635
U2720,49,5797,Surabaya,business,594
U2721,50,3486,Medan,business,731
U2722,49,12084,Jakarta,freelancer,563
U2723,29,2974,Medan,freelancer,665
U2724,45,3785,Surabaya,business,628
U2725,26,4861,Bandung,business,708
U2726,35,12072,Surabaya,business,592
U2727,22,2617,Bandung,employee,734
U2728,60,8400,Surabaya,business,716
U2729,39,13834,Jakarta,freelancer,662
U2730,38,4289,Bandung,employee,502
U2731,44,3420,Medan,freelancer,769
U2732,47,5736,Jakarta,freelancer,689
U2733,29,3564,Bandung,freelancer,545
U2734,28,11356,Jakarta,employee,527
U2735,28,8486,Bandung,freelancer,534
U2736,52,12429,Jakarta,employee,636
U2737,24,5624,Bandung,employee,748
U2738,49,3006,Jakarta,employee,735
U2739,45,5216,Jakarta,employee,768
U2740,25,9690,Surabaya,business,787
U2741,22,11004,Bandung,business,703
U2742,47,13923,Surabaya,business,691
U2743,26,9901,Jakarta,employee,752
U2744,39,11183,Medan,business,512
U2745,24,8701,Medan,employee,635
U2746,32,6192,Jakarta,freelancer,705
U2747,48,5318,Surabaya,employee,789
U2748,30,5138,Jakarta,business,733
U2749,57,14241,Surabaya,freelancer,717
U2750,58,13713,Jakarta,business,626
U2751,40,9964,Jakarta,business,688
U2752,50,4372,Bandung,employee,531
U2753,34,3652,Medan,business,791
U2754,38,7643,Medan,business,762
U2755,35,14060,Bandung,employee,635
U2756,35,11794,Bandung,employee,582
U2757,28,2476,Medan,employee,573
U2758,34,6982,Jakarta,employee,554
U2759,36,10966,Surabaya,business,638
U2760,22,13669,Surabaya,business,606
U2761,59,14943,Bandung,business,592
U2762,21,8932,Medan,business,760
U2763,30,8873,Medan,freelancer,568
U2764,35,7730,Medan,business,564
U2765,33,3888,Medan,employee,753
U2766,31,4515,Bandung,freelancer,796
U2767,53,4535,Bandung,employee,704
U2768,35,2413,Jakarta,business,722
U2769,57,12492,Jakarta,business,501
U2770,28,11214,Jakarta,freelancer,769
U2771,54,13073,Surabaya,employee,754
U2772,47,6808,Jakarta,business,634
U2773,57,6792,Medan,employee,708
U2774,39,4751,Medan,employee,615
U2775,41,10654,Medan,business,566
U2776,52,14907,Bandung,business,752
U2777,40,3190,Jakarta,business,681
U2778,60,8297,Bandung,freelancer,661
U2779,47,10650,Jakarta,business,674
U2780,49,5611,Jakarta,business,648
U2781,27,10414,Surabaya,freelancer,714
U2782,58,4052,Medan,business,635
U2783,57,3973,Medan,freelancer,699
U2784,38,7580,Jakarta,employee,785
U2785,34,8758,Bandung,business,750
U2786,24,7717,Surabaya,freelancer,743
U2787,54,12269,Surabaya,employee,680
U2788,27,2866,Bandung,employee,701
U2789,44,10211,Medan,freelancer,784
U2790,53,7297,Medan,business,782
U2791,29,2930,Medan,freelancer,752
U2792,29,13798,Jakarta,freelancer,611
U2793,40,13582,Medan,employee,583
U2794,30,14863,Surabaya,employee,794
U2795,42,6806,Jakarta,business,575
U2796,51,5137,Bandung,business,531
U2797,23,14555,Medan,employee,515
U2798,22,2819,Surabaya,employee,635
U2799,41,13545,Medan,business,669
U2800,31,7307,Medan,freelancer,715
U2801,52,11318,Bandung,freelancer,790
U2802,39,2710,Medan,business,686
U2803,33,6178,Medan,employee,739
U2804,30,12052,Surabaya,employee,664
U2805,30,12742,Jakarta,business,558
U2806,24,3809,Bandung,employee,646
U2807,58,3170,Bandung,freelancer,714
U2808,32,6273,Surabaya,business,509
U2809,51,7221,Surabaya,freelancer,636
U2810,34,12676,Surabaya,employee,648
U2811,57,13494,Surabaya,freelancer,529
U2812,43,4878,Medan,freelancer,565
U2813,53,11486,Surabaya,business,587
U2814,43,3931,Bandung,business,749
U2815,38,3265,Bandung,business,594
U2816,25,6299,Bandung,freelancer,761
U2817,41,3424,Jakarta,business,764
U2818,34,12081,Surabaya,employee,783
U2819,32,10568,Surabaya,employee,670
U2820,59,14891,Bandung,business,734
U2821,37,5826,Jakarta,employee,565
U2822,35,2132,Surabaya,business,648
U2823,27,11903,Surabaya,freelancer,574
U2824,39,5373,Medan,employee,574
U2825,56,11648,Surabaya,business,797
U2826,28,14714,Surabaya,business,605
U2827,56,6341,Surabaya,freelancer,631
U2828,25,7909,Bandung,freelancer,590
U2829,43,6396,Jakarta,freelancer,580
U2830,25,14820,Bandung,employee,543
U2831,25,2022,Medan,freelancer,610
U2832,28,3776,Medan,business,520
U2833,38,4654,Surabaya,freelancer,503
U2834,52,6396,Surabaya,business,754
U2835,52,4390,Medan,freelancer,725
U2836,28,12256,Jakarta,employee,528
U2837,59,7383,Jakarta,employee,615
U2838,36,6336,Jakarta,business,508
U2839,36,14997,Medan,freelancer,799
U2840,58,14979,Bandung,business,535
U2841,56,10725,Jakarta,employee,686
U2842,47,5718,Surabaya,employee,673
U2843,28,3167,Medan,employee,652
U2844,39,13865,Bandung,employee,670
U2845,48,2879,Surabaya,freelancer,539
U2846,32,9958,Bandung,business,527
U2847,22,3183,Jakarta,freelancer,585
U2848,37,9040,Medan,freelancer,661
U2849,40,14459,Surabaya,freelancer,604
U2850,48,9555,Medan,freelancer,662
U2851,31,10403,Jakarta,employee,525
U2852,43,11832,Surabaya,freelancer,638
U2853,36,10925,Medan,business,513
U2854,22,11371,Medan,business,772
U2855,53,10686,Bandung,business,637
U2856,29,2020,Medan,employee,762
U2857,49,11826,Surabaya,freelancer,732
U2858,32,3310,Medan,business,595
U2859,35,7770,Medan,freelancer,612
U2860,26,11754,Surabaya,business,500
U2861,35,9449,Bandung,employee,593
U2862,38,14339,Surabaya,freelancer,760
U2863,54,6903,Medan,business,626
U2864,30,13570,Medan,employee,669
U2865,46,6609,Medan,employee,641
U2866,35,5767,Medan,employee,739
U2867,44,8433,Medan,freelancer,600
U2868,30,5432,Medan,employee,645
U2869,60,8352,Jakarta,freelancer,645
U2870,21,13092,Bandung,business,770
U2871,23,9979,Medan,freelancer,635
U2872,46,9987,Surabaya,employee,668
U2873,45,7868,Surabaya,business,732
U2874,28,5803,Bandung,freelancer,789
U2875,50,7811,Surabaya,employee,759
U2876,54,5107,Bandung,employee,507
U2877,32,12282,Medan,freelancer,564
U2878,46,6423,Medan,employee,522
U2879,38,5763,Jakarta,freelancer,563
U2880,21,5144,Surabaya,freelancer,749
U2881,53,3112,Jakarta,freelancer,689
U2882,58,6066,Jakarta,employee,758
U2883,40,12541,Bandung,business,615
U2884,41,12356,Surabaya,business,708
U2885,53,10316,Surabaya,freelancer,533
U2886,60,12967,Surabaya,business,592
U2887,33,8531,Surabaya,business,759
U2888,48,3785,Surabaya,business,649
U2889,56,7775,Medan,freelancer,667
U2890,27,8822,Bandung,business,535
U2891,41,13916,Medan,business,588
U2892,46,5358,Surabaya,freelancer,517
U2893,48,3109,Medan,freelancer,796
U2894,38,6521,Bandung,freelancer,754
U2895,23,7733,Jakarta,business,764
U2896,55,7719,Jakarta,employee,665
U2897,44,14959,Bandung,employee,594
U2898,21,7169,Medan,employee,519
U2899,22,4499,Bandung,freelancer,548
U2900,57,8523,Medan,business,686
U2901,60,7137,Bandung,employee,528
U2902,34,4193,Surabaya,business,695
U2903,30,14336,Bandung,business,546
U2904,46,13983,Jakarta,freelancer,522
U2905,39,8271,Surabaya,business,753
U2906,27,5682,Bandung,business,503
U2907,22,5664,Bandung,business,574
U2908,54,5913,Medan,business,800
U2909,40,8871,Medan,business,622
U2910,45,2902,Bandung,freelancer,687
U2911,60,6876,Medan,business,516
U2912,41,8151,Surabaya,freelancer,767
U2913,24,4885,Surabaya,business,715
U2914,25,12619,Surabaya,freelancer,678
U2915,40,12846,Medan,employee,648
U2916,28,9580,Surabaya,business,698
U2917,53,8535,Bandung,business,706
U2918,35,7634,Bandung,freelancer,552
U2919,33,13208,Medan,business,558
U2920,47,3021,Bandung,employee,678
U2921,25,3596,Bandung,business,679
U2922,38,2451,Medan,business,763
U2923,42,12568,Surabaya,freelancer,691
U2924,46,3475,Jakarta,freelancer,564
U2925,45,8794,Jakarta,freelancer,588
U2926,29,6716,Medan,freelancer,642
U2927,45,9986,Jakarta,freelancer,521
U2928,40,14541,Surabaya,freelancer,587
U2929,56,8410,Surabaya,employee,621
U2930,58,12280,Bandung,freelancer,526
U2931,48,9135,Jakarta,employee,702
U2932,49,7093,Bandung,employee,613
U2933,26,2077,Surabaya,business,793
U2934,36,5912,Surabaya,freelancer,717
U2935,23,13820,Bandung,freelancer,616
U2936,41,9113,Surabaya,employee,663
U2937,26,13149,Jakarta,business,684
U2938,56,4731,Medan,business,739
U2939,60,8081,Bandung,business,752
U2940,33,3963,Surabaya,business,774
U2941,57,4443,Jakarta,freelancer,631
U2942,54,14407,Medan,employee,591
U2943,37,14903,Surabaya,employee,581
U2944,40,2847,Jakarta,business,783
U2945,57,9295,Medan,business,702
U2946,51,6719,Medan,employee,744
U2947,33,5044,Jakarta,employee,575
U2948,39,13279,Jakarta,freelancer,569
U2949,43,14424,Surabaya,business,707
U2950,44,11959,Jakarta,business,572
U2951,42,13666,Medan,employee,603
U2952,53,3173,Jakarta,freelancer,672
U2953,28,13142,Surabaya,business,598
U2954,39,3422,Surabaya,freelancer,583
U2955,55,4072,Medan,business,748
U2956,23,9126,Jakarta,employee,509
U2957,35,6464,Medan,business,695
U2958,44,7192,Jakarta,freelancer,669
U2959,52,7097,Medan,freelancer,736
U2960,37,4304,Bandung,business,583
U2961,42,3144,Jakarta,employee,634
U2962,55,7002,Medan,business,533
U2963,54,14069,Surabaya,employee,600
U2964,27,3930,Jakarta,employee,526
U2965,59,3387,Jakarta,freelancer,541
U2966,60,12757,Jakarta,business,709
U2967,31,7568,Surabaya,freelancer,605
U2968,51,10388,Medan,business,514
U2969,42,13276,Bandung,freelancer,693
U2970,32,7648,Bandung,employee,698
U2971,60,13562,Surabaya,employee,626
U2972,55,9993,Medan,freelancer,770
U2973,22,5448,Jakarta,freelancer,526
U2974,39,13792,Surabaya,employee,505
U2975,32,7159,Jakarta,employee,571
U2976,24,12535,Bandung,employee,732
U2977,57,6734,Medan,business,647
U2978,45,11593,Bandung,freelancer,746
U2979,47,12582,Medan,business,685
U2980,42,2016,Jakarta,freelancer,720
U2981,45,8494,Bandung,employee,731
U2982,23,9518,Medan,freelancer,518
U2983,46,10135,Jakarta,freelancer,761
U2984,48,5812,Bandung,freelancer,696
U2985,22,12718,Jakarta,freelancer,763
U2986,49,7923,Bandung,freelancer,643
U2987,35,8721,Bandung,business,765
U2988,40,6903,Surabaya,employee,590
U2989,32,5726,Jakarta,freelancer,714
U2990,52,10368,Surabaya,freelancer,577
U2991,41,6118,Jakarta,employee,700
U2992,53,11466,Bandung,freelancer,548
U2993,31,12619,Bandung,freelancer,558
U2994,30,11647,Surabaya,employee,771
U2995,40,9739,Medan,employee,705
U2996,39,2638,Jakarta,business,632
U2997,60,9849,Bandung,business,519
U2998,48,4735,Jakarta,freelancer,546
U2999,35,12571,Bandung,freelancer,614
U3000,60,7266,Surabaya,freelancer,581
U3001,41,8466,Jakarta,business,549
U3002,36,9389,Surabaya,business,796
U3003,44,10744,Medan,employee,626
U3004,53,13543,Surabaya,employee,616
U3005,44,13063,Bandung,employee,590
U3006,31,14763,Jakarta,employee,524
U3007,44,14267,Medan,freelancer,666
U3008,40,2341,Surabaya,freelancer,713
U3009,38,7038,Medan,employee,728
U3010,23,6921,Bandung,freelancer,564
U3011,29,7917,Bandung,business,587
U3012,49,6642,Jakarta,freelancer,724
U3013,53,8534,Medan,freelancer,591
U3014,56,8211,Surabaya,freelancer,533
U3015,33,3731,Jakarta,business,562
U3016,53,2466,Surabaya,employee,775
U3017,21,5856,Medan,business,740
U3018,53,3997,Bandung,freelancer,741
U3019,43,11027,Bandung,freelancer,624
U3020,43,7916,Surabaya,business,712
U3021,30,8952,Jakarta,freelancer,774
U3022,32,10753,Jakarta,employee,512
U3023,37,5383,Surabaya,business,768
U3024,28,13608,Surabaya,employee,501
U3025,46,7210,Surabaya,employee,606
U3026,57,5525,Bandung,business,690
U3027,23,5926,Medan,employee,596
U3028,44,10587,Medan,freelancer,678
U3029,28,7154,Jakarta,employee,622
U3030,52,11924,Jakarta,employee,669
U3031,55,6680,Surabaya,business,583
U3032,51,10128,Medan,business,716
U3033,30,12203,Medan,business,795
U3034,26,8847,Surabaya,business,585
U3035,55,13537,Surabaya,employee,758
U3036,26,8203,Surabaya,business,545
U3037,49,8325,Medan,employee,720
U3038,28,12225,Bandung,business,767
U3039,48,6207,Medan,business,739
U3040,49,7491,Jakarta,employee,752
U3041,53,11140,Medan,employee,663
U3042,37,2258,Surabaya,freelancer,707
U3043,23,8925,Medan,freelancer,710
U3044,42,12849,Jakarta,freelancer,571
U3045,23,13149,Jakarta,business,700
U3046,53,13007,Jakarta,freelancer,584
U3047,30,9925,Bandung,business,784
U3048,35,13195,Bandung,employee,782
U3049,52,7323,Bandung,business,505
U3050,49,6513,Bandung,employee,716
U3051,29,5490,Jakarta,employee,523
U3052,59,5539,Surabaya,business,612
U3053,40,5750,Surabaya,employee,581
U3054,26,12924,Bandung,business,530
U3055,51,7377,Surabaya,business,767
U3056,59,10193,Medan,freelancer,612
U3057,38,8533,Jakarta,employee,529
U3058,22,8700,Surabaya,freelancer,581
U3059,31,3196,Bandung,business,528
U3060,27,2456,Medan,freelancer,696
U3061,32,11015,Medan,employee,691
U3062,26,14287,Bandung,business,594
U3063,54,12115,Jakarta,business,645
U3064,31,3305,Surabaya,business,774
U3065,60,6921,Medan,business,622
U3066,22,13244,Jakarta,business,580
U3067,34,10818,Bandung,freelancer,783
U3068,55,4011,Bandung,business,738
U3069,45,4870,Surabaya,freelancer,724
U3070,43,3649,Jakarta,freelancer,711
U3071,39,9669,Bandung,freelancer,710
U3072,38,3051,Jakarta,freelancer,541
U3073,40,2787,Bandung,employee,666
U3074,21,10958,Surabaya,business,759
U3075,55,8773,Bandung,employee,615
U3076,31,13683,Bandung,freelancer,619
U3077,58,11867,Bandung,employee,631
U3078,53,12570,Surabaya,freelancer,641
U3079,60,9874,Jakarta,business,596
U3080,30,7953,Medan,employee,714
U3081,39,14289,Bandung,freelancer,766
U3082,51,10921,Jakarta,business,566
U3083,25,13048,Bandung,business,667
U3084,30,4701,Bandung,freelancer,789
U3085,26,14663,Bandung,employee,616
U3086,24,13532,Surabaya,freelancer,734
U3087,26,3139,Medan,freelancer,782
U3088,35,12374,Jakarta,employee,588
U3089,34,2980,Medan,freelancer,572
U3090,52,14717,Medan,business,685
U3091,51,5916,Jakarta,employee,713
U3092,33,10676,Bandung,freelancer,674
U3093,55,7634,Bandung,freelancer,740
U3094,46,14228,Jakarta,freelancer,617
U3095,22,4472,Surabaya,employee,691
U3096,42,11858,Bandung,employee,681
U3097,28,3296,Jakarta,business,783
U3098,39,3886,Medan,employee,529
U3099,25,12462,Surabaya,freelancer,729
U3100,38,12423,Jakarta,freelancer,527
U3101,26,12947,Surabaya,freelancer,692
U3102,49,9431,Surabaya,employee,516
U3103,31,5580,Medan,freelancer,772
U3104,59,12488,Medan,freelancer,797
U3105,34,4361,Surabaya,employee,654
U3106,30,6544,Bandung,business,769
U3107,26,8961,Bandung,business,738
U3108,51,13492,Surabaya,employee,790
U3109,34,12427,Surabaya,employee,607
U3110,30,5227,Jakarta,freelancer,627
U3111,52,14097,Surabaya,business,760
U3112,35,4898,Medan,employee,508
U3113,44,9241,Jakarta,business,577
U3114,21,10894,Bandung,employee,637
U3115,53,3039,Jakarta,employee,650
U3116,46,8111,Surabaya,freelancer,565
U3117,39,13420,Bandung,business,703
U3118,53,3181,Jakarta,freelancer,667
U3119,41,13294,Bandung,freelancer,537
U3120,41,14367,Bandung,freelancer,505
U3121,34,5771,Jakarta,employee,629
U3122,52,5795,Medan,business,541
U3123,57,11962,Medan,employee,564
U3124,36,9779,Medan,business,624
U3125,31,2382,Surabaya,employee,636
U3126,56,2169,Bandung,employee,574
U3127,46,4646,Jakarta,freelancer,612
U3128,42,6590,Surabaya,business,754
U3129,58,8067,Surabaya,freelancer,583
U3130,37,7282,Surabaya,freelancer,712
U3131,43,6024,Surabaya,business,595
U3132,40,6980,Jakarta,business,710
U3133,53,3162,Jakarta,business,582
U3134,23,4362,Bandung,business,629
U3135,35,9367,Surabaya,freelancer,653
U3136,39,13831,Medan,freelancer,668
U3137,27,12977,Surabaya,freelancer,684
U3138,51,14200,Surabaya,business,573
U3139,46,4651,Jakarta,employee,644
U3140,58,3164,Surabaya,freelancer,700
U3141,21,5816,Bandung,business,601
U3142,38,7852,Bandung,employee,699
U3143,52,11286,Jakarta,business,616
U3144,47,13556,Jakarta,employee,502
U3145,46,4727,Surabaya,employee,645
U3146,54,4855,Medan,business,767
U3147,44,8675,Bandung,employee,558
U3148,54,8075,Jakarta,freelancer,750
U3149,38,6254,Medan,freelancer,520
U3150,59,4397,Surabaya,freelancer,647
U3151,23,14281,Bandung,employee,528
U3152,51,6168,Bandung,freelancer,710
U3153,21,9197,Bandung,freelancer,541
U3154,34,9277,Bandung,business,700
U3155,54,14802,Jakarta,employee,766
U3156,31,8937,Jakarta,business,611
U3157,34,7066,Jakarta,employee,759
U3158,48,2505,Medan,business,685
U3159,28,12424,Medan,freelancer,709
U3160,39,10025,Medan,freelancer,786
U3161,49,12513,Surabaya,freelancer,682
U3162,23,7034,Medan,business,693
U3163,32,10279,Medan,employee,600
U3164,55,9179,Medan,employee,725
U3165,37,4132,Medan,freelancer,525
U3166,33,4042,Bandung,business,676
U3167,58,9210,Medan,freelancer,658
U3168,33,9315,Medan,freelancer,599
U3169,34,6460,Bandung,employee,597
U3170,30,13628,Medan,employee,793
U3171,53,11474,Jakarta,freelancer,623
U3172,28,8910,Surabaya,business,536
U3173,33,10795,Jakarta,freelancer,693
U3174,44,10812,Bandung,employee,516
U3175,31,8481,Bandung,business,685
U3176,26,14302,Surabaya,business,667
U3177,34,6072,Jakarta,freelancer,612
U3178,33,8034,Jakarta,employee,610
U3179,25,12209,Surabaya,freelancer,717
U3180,37,4383,Surabaya,employee,661
U3181,39,7290,Jakarta,employee,773
U3182,42,5330,Surabaya,freelancer,727
U3183,38,13921,Medan,business,775
U3184,49,10767,Medan,freelancer,535
U3185,41,6249,Bandung,employee,619
U3186,22,3704,Jakarta,freelancer,509
U3187,26,6885,Surabaya,business,729
U3188,54,6106,Bandung,business,791
U3189,57,11251,Surabaya,employee,662
U3190,44,5155,Bandung,freelancer,787
U3191,31,3612,Bandung,employee,790
U3192,58,13065,Medan,business,788
U3193,35,7665,Jakarta,freelancer,580
U3194,30,13114,Jakarta,business,704
U3195,54,5603,Jakarta,freelancer,597
U3196,25,4274,Medan,employee,787
U3197,60,2318,Bandung,freelancer,784
U3198,32,11095,Surabaya,business,508
U3199,37,10088,Surabaya,employee,754
U3200,54,13493,Medan,employee,604
U3201,53,6739,Medan,business,799
U3202,34,6657,Surabaya,employee,534
U3203,55,9062,Bandung,employee,596
U3204,33,2723,Jakarta,employee,531
U3205,27,2035,Surabaya,freelancer,636
U3206,29,3342,Bandung,business,740
U3207,21,8378,Jakarta,business,507
U3208,34,4237,Surabaya,employee,769
U3209,48,10264,Medan,freelancer,562
U3210,47,5420,Surabaya,business,556
U3211,29,10550,Jakarta,employee,529
U3212,24,2605,Jakarta,freelancer,524
U3213,53,5852,Bandung,business,549
U3214,33,11730,Bandung,employee,560
U3215,40,10545,Bandung,employee,663
U3216,23,14679,Jakarta,freelancer,644
U3217,25,14507,Medan,employee,686
U3218,43,12867,Surabaya,freelancer,749
U3219,58,9262,Bandung,business,566
U3220,34,8503,Bandung,business,511
U3221,46,8525,Medan,freelancer,567
U3222,38,11054,Surabaya,freelancer,706
U3223,38,2308,Medan,business,503
U3224,49,8145,Bandung,business,612
U3225,50,5266,Bandung,employee,662
U3226,53,10581,Jakarta,freelancer,747
U3227,47,10847,Medan,employee,770
U3228,24,14264,Medan,freelancer,574
U3229,60,6550,Surabaya,employee,733
U3230,55,2245,Surabaya,business,638
U3231,42,10961,Jakarta,employee,568
U3232,31,3335,Bandung,business,723
U3233,26,8961,Surabaya,business,686
U3234,31,3319,Bandung,employee,690
U3235,26,11882,Bandung,business,691
U3236,52,7844,Jakarta,employee,511
U3237,43,7012,Surabaya,business,722
